district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,vote_sum,vote_mismatch,invalid_ratio,no_vote_ratio,turnout,winner_votes,winner_ratio,winner_margin,vote_entropy,integrity_score,anomaly_iforest,anomaly_dbscan,anomaly_type
ควนขนุน,ปันแต,0,partylist,election_day,227,217,7,3,0,0,0,0,0,0,1,0,0,27,0,133,3,0,1,0,0,3,0,1,0,0,0,0,25,0,1,0,2,0,0,0,0,0,0,0,0,0,2,11,0,0,0,1,0,2,0,1,0,2,0,0,0,1,0,0,0,217,0,0.030837004405286344,0.013215859030837005,0.9559471365638766,133,0.6129032258064516,0.12442396313364056,1.4241847824620752,86.08709437854998,False,False,NORMAL
ควนขนุน,ปันแต,1,partylist,election_day,129,126,2,1,0,0,0,0,0,0,0,0,0,15,1,77,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126,0,0.015503875968992248,0.007751937984496124,0.9767441860465116,77,0.6111111111111112,0.15079365079365079,1.2723141366478272,85.28128090136201,False,False,NORMAL
ควนขนุน,ปันแต,2,partylist,election_day,493,483,5,5,0,0,0,0,0,0,2,0,0,62,0,317,5,0,2,0,0,3,0,0,0,0,0,0,57,0,0,2,3,0,0,0,0,2,0,0,1,0,0,16,3,1,0,1,0,0,0,0,1,3,0,2,0,0,0,0,0,483,0,0.010141987829614604,0.010141987829614604,0.9797160243407708,317,0.6563146997929606,0.12836438923395446,1.2433053626788066,86.61539522909615,False,False,NORMAL
ควนขนุน,ปันแต,3,partylist,election_day,251,240,9,2,0,0,0,0,1,0,2,0,0,16,0,141,1,0,1,0,0,1,0,0,0,0,0,0,59,0,0,0,5,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,240,0,0.035856573705179286,0.00796812749003984,0.9561752988047809,141,0.5875,0.24583333333333332,1.2658352508885322,83.49052382362635,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ปันแต,4,partylist,election_day,490,467,13,10,0,0,0,0,0,0,2,0,0,47,2,283,5,0,1,0,0,4,1,1,0,0,0,0,80,1,1,1,4,0,1,0,0,0,0,0,3,0,3,18,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,467,0,0.026530612244897958,0.02040816326530612,0.9530612244897959,283,0.6059957173447538,0.17130620985010706,1.3997756791210891,85.85109769930861,False,False,NORMAL
ควนขนุน,ปันแต,5,partylist,election_day,498,477,15,6,1,0,0,0,0,0,0,0,1,59,1,267,5,0,0,0,0,6,0,0,0,1,2,0,79,0,0,1,6,0,0,0,0,0,0,0,2,0,1,25,7,1,0,1,1,0,1,0,1,7,0,0,0,1,0,0,0,477,0,0.030120481927710843,0.012048192771084338,0.9578313253012049,267,0.559748427672956,0.16561844863731656,1.5184766126423415,85.10166260737972,False,False,NORMAL
ควนขนุน,ปันแต,6,partylist,election_day,200,195,3,2,0,1,0,0,0,0,2,0,0,23,0,104,2,0,0,1,0,2,0,0,0,0,0,0,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,195,0,0.015,0.01,0.975,104,0.5333333333333333,0.23076923076923078,1.463780115660716,84.88780115660715,False,False,NORMAL
ควนขนุน,ปันแต,7,partylist,election_day,171,168,3,0,0,1,0,0,2,0,1,0,0,16,0,115,3,0,1,0,0,2,1,0,0,0,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,168,0,0.017543859649122806,0.0,0.9824561403508771,115,0.6845238095238095,0.10119047619047619,1.256066081263107,87.21918211588923,False,False,NORMAL
ควนขนุน,ปันแต,8,partylist,election_day,349,342,5,2,0,0,0,0,0,0,1,0,0,38,0,221,4,0,1,1,0,3,0,0,0,0,0,0,44,0,0,0,2,0,0,0,0,0,0,0,0,0,1,17,1,1,0,0,1,0,2,0,0,1,0,0,1,2,0,0,0,342,0,0.014326647564469915,0.0057306590257879654,0.9799426934097422,221,0.6461988304093568,0.1286549707602339,1.2766496101722404,86.43612863577961,False,False,NORMAL
ควนขนุน,ปันแต,9,partylist,election_day,353,338,10,5,0,0,0,0,0,0,3,0,1,46,0,153,5,0,0,0,0,5,0,0,0,1,1,0,63,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,4,3,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,338,0,0.028328611898016998,0.014164305949008499,0.9575070821529745,153,0.4526627218934911,0.1863905325443787,1.6740712523401375,80.42273853850251,False,False,NORMAL
ควนขนุน,ปันแต,10,partylist,election_day,384,358,23,3,0,0,0,1,0,0,1,0,0,32,0,212,1,0,0,0,0,5,0,0,0,0,1,0,45,0,0,4,1,1,0,2,0,1,0,0,0,0,0,30,8,2,0,1,0,0,1,1,2,3,0,0,0,3,0,0,0,358,0,0.059895833333333336,0.0078125,0.9322916666666666,212,0.5921787709497207,0.12569832402234637,1.5207172415918626,84.56339904590632,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ปันแต,11,partylist,election_day,336,328,4,4,0,0,0,0,2,0,1,0,0,45,0,192,2,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,5,1,0,1,0,0,0,0,0,2,1,22,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,328,0,0.011904761904761904,0.011904761904761904,0.9761904761904762,192,0.5853658536585366,0.14329268292682926,1.3800561386840111,85.76629890135811,False,False,NORMAL
ควนขนุน,ปันแต,12,partylist,election_day,188,180,8,0,0,0,0,0,0,0,0,0,0,12,0,102,1,0,0,0,0,1,0,0,0,0,0,0,43,1,0,1,7,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,180,0,0.0425531914893617,0.0,0.9574468085106383,102,0.5666666666666667,0.2388888888888889,1.332174008526029,83.1940805107922,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,ป่าพะยอม,0,partylist,election_day,453,432,16,5,0,0,0,1,1,0,1,0,1,43,0,291,5,0,1,0,0,4,0,0,0,0,0,0,51,0,1,1,7,0,0,0,0,0,0,0,1,1,2,8,0,0,0,1,0,0,1,0,2,5,0,2,0,1,0,0,0,432,0,0.03532008830022075,0.011037527593818985,0.9536423841059603,291,0.6736111111111112,0.11805555555555555,1.2785016624201486,86.22734554252378,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,1,partylist,election_day,337,318,11,8,2,0,0,0,0,0,1,0,0,35,3,176,3,0,0,0,0,1,0,1,0,0,0,0,53,0,0,2,20,0,0,0,0,0,0,0,1,1,0,7,5,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,318,0,0.032640949554896145,0.02373887240356083,0.9436201780415431,176,0.5534591194968553,0.16666666666666666,1.5466506202089096,84.50521990507177,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,2,partylist,election_day,357,342,11,4,0,0,0,1,0,0,0,0,0,38,5,172,7,0,0,0,0,0,0,1,0,0,0,0,59,0,0,2,31,0,0,0,0,0,0,0,0,0,1,10,7,2,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,342,0,0.03081232492997199,0.011204481792717087,0.957983193277311,172,0.5029239766081871,0.17251461988304093,1.6348220101272912,82.1988829504741,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,3,partylist,election_day,511,486,14,11,2,0,0,0,2,0,3,0,0,66,3,282,7,0,1,0,0,0,0,0,0,0,0,1,55,0,0,1,10,0,1,0,0,0,0,0,2,0,0,11,13,3,0,0,0,3,0,2,3,8,0,2,0,3,0,2,0,486,0,0.0273972602739726,0.021526418786692758,0.9510763209393346,282,0.5802469135802469,0.13580246913580246,1.5997166997277152,85.04037739643162,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,4,partylist,election_day,397,389,7,1,1,0,0,0,0,0,1,0,1,45,0,253,5,0,2,1,0,4,0,0,0,0,0,0,40,0,1,0,7,0,0,0,1,0,0,0,3,0,6,7,5,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,389,0,0.017632241813602016,0.0025188916876574307,0.9798488664987406,253,0.6503856041131105,0.11568123393316196,1.3654747092348571,87.28470312506178,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,5,partylist,election_day,531,499,12,20,0,0,0,0,0,0,4,2,0,64,0,336,3,0,1,0,0,3,1,0,0,0,0,0,37,0,1,1,9,1,1,0,0,1,0,0,0,0,1,11,3,1,0,2,0,1,0,2,1,6,0,2,0,4,0,0,0,499,0,0.022598870056497175,0.03766478342749529,0.9397363465160076,336,0.6733466933867736,0.1282565130260521,1.3273409419069386,87.34386671784773,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,ป่าพะยอม,6,partylist,election_day,498,478,13,7,3,1,0,0,0,0,0,0,0,59,0,310,5,0,2,0,0,6,1,0,0,0,1,0,55,1,2,0,2,0,1,0,1,0,0,1,3,0,0,13,4,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,478,0,0.02610441767068273,0.014056224899598393,0.9598393574297188,310,0.6485355648535565,0.12343096234309624,1.3271740144933706,86.42258620700626,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,7,partylist,election_day,571,557,7,7,0,0,0,1,0,0,3,0,0,57,1,370,5,0,0,0,0,2,0,0,0,0,0,0,54,1,0,3,2,0,0,1,1,0,0,0,5,0,3,24,6,1,0,3,0,0,0,0,2,10,0,0,0,1,0,1,0,557,0,0.012259194395796848,0.012259194395796848,0.9754816112084063,370,0.6642728904847397,0.10233393177737882,1.3363148000279803,87.67837499503216,False,False,NORMAL
ควนขนุน,พนมวังก์,0,partylist,election_day,400,393,4,3,0,2,1,0,0,0,1,1,0,58,0,234,5,0,0,0,0,2,0,1,0,1,0,0,45,0,3,0,4,1,0,0,0,0,0,0,5,0,1,19,2,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,393,0,0.01,0.0075,0.9825,234,0.5954198473282443,0.1475826972010178,1.459981492636833,86.96241034621565,False,False,NORMAL
ควนขนุน,พนมวังก์,1,partylist,election_day,631,596,23,12,0,0,0,0,1,0,1,0,0,72,0,351,3,0,3,0,0,2,1,2,0,0,0,1,98,1,1,3,5,1,0,0,1,0,0,0,4,0,0,22,2,2,0,0,0,1,0,0,2,10,0,2,0,3,1,0,0,596,0,0.03645007923930269,0.01901743264659271,0.9445324881141046,351,0.5889261744966443,0.1644295302013423,1.456507412788412,85.4103554008183,False,False,NORMAL
ควนขนุน,พนมวังก์,2,partylist,election_day,574,545,17,12,0,1,0,0,0,0,0,0,0,92,0,288,3,0,0,0,0,5,1,0,0,2,0,0,96,0,0,1,6,0,0,0,0,0,0,1,0,0,0,16,8,2,0,1,2,0,1,2,1,7,0,3,0,5,0,1,0,545,0,0.029616724738675958,0.020905923344947737,0.9494773519163763,288,0.5284403669724771,0.1761467889908257,1.5325019114834881,84.04735565740563,False,False,NORMAL
ควนขนุน,พนมวังก์,3,partylist,election_day,530,502,20,8,0,0,0,0,0,0,4,1,1,63,0,233,6,0,1,2,0,7,1,0,0,0,0,0,134,0,0,2,7,0,1,0,0,0,0,1,3,1,1,13,5,1,0,0,0,0,0,0,0,4,0,0,0,8,0,1,1,502,0,0.03773584905660377,0.01509433962264151,0.9471698113207547,233,0.4641434262948207,0.26693227091633465,1.6357333146927528,80.6801771890869,False,False,NORMAL
ควนขนุน,พนมวังก์,4,partylist,election_day,398,371,19,8,0,1,0,0,1,0,1,0,1,39,0,187,4,0,2,0,0,6,2,0,0,0,0,0,43,0,0,1,11,0,0,0,2,0,0,0,0,0,0,53,2,4,0,0,0,3,0,0,0,3,0,2,3,0,0,0,0,371,0,0.04773869346733668,0.020100502512562814,0.9321608040201005,187,0.5040431266846361,0.14285714285714285,1.7159593622182523,80.57476550498971,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,พนมวังก์,5,partylist,election_day,628,596,23,9,0,5,0,0,0,0,2,0,1,72,0,200,4,0,1,0,1,3,0,1,0,0,0,0,216,0,0,1,5,1,0,0,0,0,0,0,2,0,0,55,4,3,1,1,0,0,1,1,2,8,0,0,0,5,0,0,0,596,0,0.03662420382165605,0.014331210191082803,0.9490445859872612,216,0.3624161073825503,0.33557046979865773,1.6726820718450865,77.31445231194284,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,พนมวังก์,6,partylist,election_day,516,492,14,10,0,0,0,0,0,0,1,0,0,62,0,308,4,0,2,0,0,3,1,0,0,0,1,0,67,0,0,2,4,0,0,0,0,0,0,0,1,0,3,18,4,1,0,1,0,2,0,0,0,6,0,0,0,1,0,0,0,492,0,0.027131782945736434,0.01937984496124031,0.9534883720930233,308,0.6260162601626016,0.13617886178861788,1.3354079482514711,85.77797814010593,False,False,NORMAL
ควนขนุน,พนมวังก์,7,partylist,election_day,551,523,23,5,0,1,0,1,0,0,0,0,0,61,0,316,3,0,0,0,0,4,0,0,0,1,0,0,67,0,1,2,8,0,0,0,0,0,0,0,3,1,5,28,5,3,0,0,0,1,1,1,1,4,0,3,0,2,0,0,0,523,0,0.041742286751361164,0.009074410163339383,0.9491833030852994,316,0.6042065009560229,0.12810707456978968,1.4711107335150146,85.75018802626278,False,False,NORMAL
ควนขนุน,พนางตุง,0,partylist,election_day,412,384,18,10,0,0,0,1,0,0,1,1,0,50,1,104,6,0,0,1,0,5,0,0,0,0,0,0,122,0,0,2,5,0,1,0,0,0,0,0,4,0,0,63,9,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,384,0,0.043689320388349516,0.024271844660194174,0.9320388349514563,122,0.3177083333333333,0.2708333333333333,1.825748210828566,74.08930187229687,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,พนางตุง,1,partylist,election_day,352,326,22,4,0,1,0,0,2,0,0,0,1,47,0,94,0,0,0,0,0,2,0,0,0,0,0,0,110,0,0,0,2,1,0,0,0,0,0,0,2,1,0,48,6,1,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0,326,0,0.0625,0.011363636363636364,0.9261363636363636,110,0.3374233128834356,0.2883435582822086,1.7013912241391906,74.98378714511117,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,พนางตุง,2,partylist,election_day,650,629,14,7,0,0,0,0,1,0,3,0,0,111,0,271,11,0,0,0,0,1,0,0,0,0,0,0,143,2,1,1,3,0,0,0,0,0,0,0,4,0,2,48,7,2,0,1,0,2,0,3,0,3,0,2,0,6,0,1,0,629,0,0.021538461538461538,0.010769230769230769,0.9676923076923077,271,0.43084260731319557,0.2273449920508744,1.6542341652916972,80.30601348955581,False,False,NORMAL
ควนขนุน,พนางตุง,3,partylist,election_day,367,356,7,4,0,0,0,0,0,0,0,0,0,26,1,221,3,0,1,0,0,1,0,0,0,0,0,0,62,0,1,1,1,0,0,0,1,0,0,3,5,0,0,19,5,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,356,0,0.01907356948228883,0.010899182561307902,0.9700272479564033,221,0.6207865168539326,0.17415730337078653,1.33844256375128,86.05434266901634,False,False,NORMAL
ควนขนุน,พนางตุง,4,partylist,election_day,659,634,19,6,0,3,0,0,0,0,3,0,3,77,0,308,6,0,0,1,0,6,1,1,0,4,0,0,131,0,1,2,8,0,1,0,2,0,0,0,11,0,1,32,13,2,0,0,0,0,1,0,2,6,0,0,0,7,0,0,1,634,0,0.028831562974203338,0.009104704097116844,0.9620637329286799,308,0.48580441640378547,0.20662460567823343,1.732639183232254,80.80616251108086,False,False,NORMAL
ควนขนุน,พนางตุง,5,partylist,election_day,680,655,19,6,1,2,0,0,0,0,4,0,0,52,1,325,4,0,0,0,0,5,1,1,0,1,1,1,182,0,0,2,2,1,0,1,0,0,1,0,2,2,1,34,6,1,0,0,0,2,0,0,4,12,0,0,1,2,0,0,0,655,0,0.027941176470588237,0.008823529411764706,0.9632352941176471,325,0.4961832061068702,0.2778625954198473,1.557628256711356,82.91215479256314,False,False,NORMAL
ควนขนุน,พนางตุง,6,partylist,election_day,483,455,25,3,1,0,0,1,1,0,1,0,0,41,0,209,5,0,1,0,0,4,0,0,0,0,0,0,148,0,0,2,3,0,1,0,0,0,0,0,2,1,1,5,7,0,0,1,0,1,0,0,1,13,2,1,0,2,0,0,0,455,0,0.051759834368530024,0.006211180124223602,0.9420289855072463,209,0.4593406593406593,0.3252747252747253,1.5360380236590003,80.83184782520327,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,พนางตุง,7,partylist,election_day,726,682,38,6,0,2,0,0,1,0,3,0,3,72,1,388,7,0,1,1,0,15,2,0,0,0,0,0,89,1,0,2,9,1,0,1,0,0,1,0,7,2,2,33,9,1,0,1,0,2,1,0,3,17,0,1,0,2,0,0,1,682,0,0.05234159779614325,0.008264462809917356,0.9393939393939394,388,0.5689149560117303,0.13049853372434017,1.670435557030597,82.74601322023878,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,พนางตุง,8,partylist,election_day,166,160,3,3,0,0,0,0,0,0,0,0,0,24,0,76,2,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,4,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,160,0,0.018072289156626505,0.018072289156626505,0.963855421686747,76,0.475,0.225,1.5218493455216193,83.12789208695249,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,พนางตุง,9,partylist,election_day,632,592,31,9,0,3,1,0,0,0,3,0,0,60,1,338,10,0,0,0,0,3,1,2,0,0,0,1,102,0,0,0,7,1,1,0,0,0,0,0,5,0,4,28,0,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,2,581,11,0.0490506329113924,0.014240506329113924,0.9367088607594937,338,0.5709459459459459,0.17229729729729729,1.4616004761018644,78.79185149382741,True,True,INCOMPLETE_DOCUMENT
ควนขนุน,พนางตุง,10,partylist,election_day,338,324,8,6,0,0,1,1,0,0,2,0,1,22,0,188,3,0,1,0,0,1,0,0,0,0,1,0,84,0,0,0,4,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,324,0,0.023668639053254437,0.01775147928994083,0.9585798816568047,188,0.5802469135802469,0.25925925925925924,1.2868198610090344,84.09217406483504,False,False,NORMAL
ควนขนุน,พนางตุง,11,partylist,election_day,548,515,27,6,0,0,1,1,0,0,1,0,2,54,1,243,6,0,0,0,0,1,0,0,0,0,0,1,136,0,1,2,1,3,0,1,0,0,0,0,5,0,2,28,8,0,0,1,0,2,0,0,0,10,0,2,0,2,0,0,0,515,0,0.04927007299270073,0.010948905109489052,0.9397810218978102,243,0.47184466019417476,0.26407766990291265,1.6194783462161784,80.49705269402843,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,พนางตุง,12,partylist,election_day,510,466,34,10,0,0,0,0,1,0,1,0,0,89,1,161,1,1,0,0,0,4,0,0,0,1,1,0,110,0,2,0,4,0,0,1,0,0,0,0,3,0,0,63,7,1,0,0,0,0,1,1,0,6,0,0,0,6,0,0,0,466,0,0.06666666666666667,0.0196078431372549,0.9137254901960784,161,0.34549356223175964,0.23605150214592274,1.7524258729422777,74.50721480419668,True,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ(เทศบาล),0,partylist,election_day,400,392,6,2,0,0,0,0,0,0,0,0,0,54,0,217,1,0,0,0,0,3,0,1,0,0,0,0,89,0,1,2,2,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,392,0,0.015,0.005,0.98,217,0.5535714285714286,0.22704081632653061,1.303426472911309,83.89140758625595,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ(เทศบาล),1,partylist,election_day,307,296,4,7,0,1,0,1,0,0,3,0,0,33,1,154,0,0,0,0,1,1,0,1,0,0,0,0,69,1,0,0,1,0,0,0,0,0,0,0,1,0,1,13,2,0,0,0,0,0,0,1,0,4,0,1,0,6,0,0,0,296,0,0.013029315960912053,0.02280130293159609,0.9641693811074918,154,0.5202702702702703,0.23310810810810811,1.5094438726626258,84.86220358343624,False,False,NORMAL
ควนขนุน,มะกอกเหนือ(เทศบาล),2,partylist,election_day,374,366,3,5,0,0,0,0,1,0,1,0,0,65,0,181,2,0,0,0,0,0,0,0,0,0,0,0,69,0,1,1,6,1,0,0,1,0,0,1,4,0,0,15,5,1,0,1,0,0,1,0,2,2,0,0,0,5,0,0,0,366,0,0.008021390374331552,0.013368983957219251,0.9786096256684492,181,0.49453551912568305,0.1885245901639344,1.581359450368022,83.6214015513737,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ(เทศบาล),3,partylist,election_day,229,226,3,0,0,0,0,0,1,0,0,0,0,29,0,122,3,0,0,0,0,0,0,1,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,3,1,0,11,4,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,226,0,0.013100436681222707,0.0,0.9868995633187773,122,0.5398230088495575,0.19469026548672566,1.4672503798548961,85.21217222997456,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ,0,partylist,election_day,478,458,11,9,0,1,0,1,2,0,2,0,0,64,0,247,3,0,2,1,0,2,0,1,0,1,0,0,82,2,0,1,6,0,0,1,2,0,0,1,4,0,0,14,5,1,0,0,0,0,0,2,1,7,0,0,0,2,0,0,0,458,0,0.02301255230125523,0.01882845188284519,0.9581589958158996,247,0.5393013100436681,0.17903930131004367,1.5905466593120678,84.1229450931266,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,1,partylist,election_day,93,90,1,2,0,0,0,0,0,0,0,0,0,15,0,36,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,90,0,0.010752688172043012,0.021505376344086023,0.967741935483871,36,0.4,0.3,1.57428564265506,80.71950916484725,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ,2,partylist,election_day,113,108,1,4,0,0,0,0,0,0,1,0,1,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,0,0.008849557522123894,0.035398230088495575,0.9557522123893806,60,0.5555555555555556,0.19444444444444445,1.3843855360377098,85.06804415093757,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ,3,partylist,election_day,259,249,2,8,0,1,0,0,1,0,3,0,0,40,0,102,2,0,0,0,0,2,0,0,0,0,0,0,58,0,0,0,3,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,0,249,0,0.007722007722007722,0.03088803088803089,0.9613899613899614,102,0.40963855421686746,0.23293172690763053,1.6767396590828085,80.13565964957756,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ,4,partylist,election_day,461,440,11,10,0,1,0,0,1,1,1,0,0,55,0,257,3,0,1,2,0,3,0,1,0,0,0,0,53,0,2,1,9,0,1,0,0,0,0,0,0,0,0,36,1,1,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0,440,0,0.02386117136659436,0.021691973969631236,0.9544468546637744,257,0.5840909090909091,0.125,1.4760731427698612,86.09040013209618,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,5,partylist,election_day,477,463,9,5,0,0,0,0,1,0,1,0,0,54,0,234,4,0,0,0,1,6,0,0,0,0,0,0,63,0,1,2,9,0,0,0,0,0,0,0,4,1,0,59,3,4,0,0,0,0,0,1,1,6,0,1,0,5,0,1,1,463,0,0.018867924528301886,0.010482180293501049,0.9706498951781971,234,0.5053995680345572,0.13606911447084233,1.6794474103271602,82.42411671135002,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,6,partylist,election_day,485,466,8,11,0,1,0,0,1,0,2,0,0,73,1,233,3,0,1,0,0,1,0,0,0,0,0,0,74,0,1,0,6,0,0,0,0,0,0,0,5,0,0,48,5,0,0,1,1,1,0,1,1,1,0,1,0,3,0,1,0,466,0,0.016494845360824743,0.02268041237113402,0.9608247422680413,233,0.5,0.15879828326180256,1.5896000557506378,83.27925717445238,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,7,partylist,election_day,420,405,10,5,0,2,0,1,0,0,1,0,0,39,0,189,0,0,0,0,0,4,1,0,0,0,0,1,100,1,0,2,3,0,0,0,1,0,0,0,4,0,0,42,5,0,0,0,0,0,1,1,0,5,0,0,0,2,0,0,0,405,0,0.023809523809523808,0.011904761904761904,0.9642857142857143,189,0.4666666666666667,0.24691358024691357,1.594732265439139,81.86220115513242,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,8,partylist,election_day,413,399,9,5,0,1,0,0,0,0,0,0,3,38,0,200,2,1,2,0,0,2,1,0,0,0,0,0,85,0,0,1,11,0,0,0,0,0,0,1,2,1,0,29,12,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,399,0,0.021791767554479417,0.012106537530266344,0.9661016949152542,200,0.5012531328320802,0.21303258145363407,1.6242965772812312,82.70503983442612,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,9,partylist,election_day,162,153,6,3,0,1,0,0,0,0,1,0,1,26,0,65,5,0,0,0,0,1,0,0,0,0,0,0,18,0,1,2,5,2,0,0,0,0,0,0,0,0,1,17,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,153,0,0.037037037037037035,0.018518518518518517,0.9444444444444444,65,0.42483660130718953,0.16993464052287582,1.9070617089768205,76.82262909759564,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,ลานข่อย,0,partylist,election_day,328,311,14,3,0,0,0,0,0,0,1,0,0,51,0,177,2,0,2,0,0,5,0,0,0,0,0,0,35,2,0,0,5,0,0,0,0,0,0,0,0,0,2,17,5,0,1,0,0,0,1,0,1,3,0,0,0,1,0,0,0,311,0,0.042682926829268296,0.009146341463414634,0.948170731707317,177,0.5691318327974276,0.1639871382636656,1.4880694162947434,84.82050280540685,False,False,NORMAL
