district,subdistrict,unit_index,form_type_const,vote_phase,ballot_total_const,ballot_valid_const,ballot_invalid_const,ballot_no_vote_const,นิติศักดิ์ ธรรมเพชร,พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง,ภพเอกอัคร อินทรโม,วรท เทอดวีระพงศ์,ศุภกร ขุนชิต,สมเสริม ชูรักษ์,อธิคม ขุนแก้ว,vote_sum_const,vote_mismatch_const,invalid_ratio_const,no_vote_ratio_const,turnout_const,winner_votes_const,winner_ratio_const,winner_margin_const,vote_entropy_const,validation_error,has_validation_error,integrity_score_const,anomaly_iforest_const,anomaly_dbscan_const,anomaly_type_const,form_type_party,ballot_total_party,ballot_valid_party,ballot_invalid_party,ballot_no_vote_party,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,vote_sum_party,vote_mismatch_party,invalid_ratio_party,no_vote_ratio_party,turnout_party,winner_votes_party,winner_ratio_party,winner_margin_party,vote_entropy_party,integrity_score_party,anomaly_iforest_party,anomaly_dbscan_party,anomaly_type_party,cross_mismatch,source_row_id,latitude,longitude,latlong_location,is_integrity_or_anomaly_issue,issue_num,mixed_kmeans_cluster,geo_dbscan_cluster
ควนขนุน,มะกอกเหนือ,3,constituency,election_day,113,107,1,5,40,0,12,53,2,0,0,107,0,0.0088495575221238,0.0442477876106194,0.9469026548672568,53.0,0.4953271028037383,0.1214953271028037,1.0355781452899828,,False,98.6725663716814,False,True,UNUSUAL_VOTING_PATTERN,partylist,113,108,1,4,0,0,0,0,0,0,1,0,1,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,0,0.0088495575221238,0.0353982300884955,0.9557522123893806,60.0,0.5555555555555556,0.3611111111111111,1.3843855450412683,98.84955752212387,False,True,UNUSUAL_VOTING_PATTERN,0,166,7.7544444,100.0663889,ศาลาประจำหมู่บ้านบ้านเขาอ้อ,True,1,1,12
ควนขนุน,มะกอกเหนือ,4,constituency,election_day,259,254,1,4,83,2,15,133,19,1,1,254,0,0.0038610038610038,0.0154440154440154,0.9806949806949808,133.0,0.5236220472440944,0.1968503937007874,1.147052406851504,,False,99.4980694980695,False,False,NORMAL,partylist,259,249,2,8,0,1,0,0,1,0,3,0,0,40,0,102,2,0,0,0,0,2,0,0,0,0,0,0,58,0,0,0,3,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,0,249,0,0.0077220077220077,0.0308880308880308,0.9613899613899614,102.0,0.4096385542168674,0.1767068273092369,1.6767396750855252,98.996138996139,False,True,UNUSUAL_VOTING_PATTERN,0,167,7.7416636,100.0695367,ศาลาประจำหมู่บ้านบ้านค่ายเสือ,True,1,0,12
ควนขนุน,มะกอกเหนือ,7,constituency,election_day,485,472,1,12,169,5,73,177,40,1,7,472,0,0.002061855670103,0.0247422680412371,0.9731958762886598,177.0,0.375,0.0169491525423728,1.3570665629976002,,False,99.4020618556701,False,True,UNUSUAL_VOTING_PATTERN,partylist,485,466,8,11,0,1,0,0,1,0,2,0,0,73,1,233,3,0,1,0,0,1,0,0,0,0,0,0,74,0,1,0,6,0,0,0,0,0,0,0,5,0,0,48,5,0,0,1,1,1,0,1,1,1,0,1,0,3,0,1,0,466,0,0.0164948453608247,0.022680412371134,0.9608247422680412,233.0,0.5,0.3412017167381974,1.5896000797518992,98.72164948453609,False,False,NORMAL,0,170,7.7335541,100.051063,ศาลาการเปรียญวัดบ้านสวน,True,1,0,-1
ควนขนุน,มะกอกเหนือ,10,constituency,election_day,162,156,3,3,78,1,18,43,15,0,1,156,0,0.0185185185185185,0.0185185185185185,0.9629629629629628,78.0,0.5,0.2243589743589743,1.2408666603567455,,False,98.70370370370372,False,False,NORMAL,partylist,162,153,6,3,0,1,0,0,0,0,1,0,1,26,0,65,5,0,0,0,0,1,0,0,0,0,0,0,18,0,1,2,5,2,0,0,0,0,0,0,0,0,1,17,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,153,0,0.037037037037037,0.0185185185185185,0.9444444444444444,65.0,0.4248366013071895,0.2549019607843137,1.9070617279827489,97.7777777777778,False,True,UNUSUAL_VOTING_PATTERN,0,173,7.7416636,100.0695367,ที่อ่านหนังสือประจำหมู่บ้านบ้านไสเลียบ,True,1,1,12
ศรีนครินทร์,ลำสินธ์ุ,1,constituency,election_day,561,534,8,19,259,2,79,140,53,1,0,534,0,0.0142602495543672,0.0338680926916221,0.9518716577540108,259.0,0.4850187265917603,0.2228464419475655,1.2466007953838656,,False,98.6096256684492,False,False,NORMAL,partylist,561,533,11,17,0,2,0,1,1,0,0,0,0,97,0,252,6,0,2,1,0,6,0,0,0,0,0,0,52,0,0,2,9,0,0,1,0,0,0,0,6,0,0,75,4,1,0,2,2,0,1,4,2,3,0,0,0,0,0,0,1,533,0,0.0196078431372549,0.0303030303030303,0.9500891265597148,252.0,0.4727954971857411,0.2908067542213883,1.698465089432302,98.41354723707664,False,True,UNUSUAL_VOTING_PATTERN,0,186,7.565728799999999,99.9318053,ศาลาประจำหมู่บ้านบ้านคลองหมวย,True,1,1,15
ศรีนครินทร์,ลำสินธ์ุ,7,constituency,election_day,604,587,15,2,278,2,34,257,15,0,1,587,0,0.0248344370860927,0.0033112582781456,0.9718543046357616,278.0,0.4735945485519591,0.0357751277683134,1.0045060316872598,,False,98.69205298013246,False,False,NORMAL,partylist,604,567,33,4,0,0,0,0,6,0,0,0,0,32,0,389,5,1,0,0,0,9,0,1,2,1,0,0,52,0,1,2,1,1,0,0,0,0,0,0,6,0,3,23,4,1,0,3,0,2,1,0,4,13,0,2,0,1,1,0,0,567,0,0.0546357615894039,0.0066225165562913,0.9387417218543046,389.0,0.6860670194003528,0.5943562610229277,1.37702274995147,97.13576158940398,False,True,UNUSUAL_VOTING_PATTERN,0,192,7.508669999999999,99.921707,ศาลาประจำหมู่บ้านบ้านขาม,True,1,0,-1
ศรีนครินทร์,ลำสินธ์ุ,9,constituency,election_day,233,225,7,1,100,0,10,105,9,0,1,225,0,0.0300429184549356,0.0042918454935622,0.965665236051502,105.0,0.4666666666666667,0.0222222222222222,1.0072838355763511,,False,98.41201716738198,False,False,NORMAL,partylist,233,214,19,0,0,2,0,0,1,0,0,0,0,37,0,97,4,0,2,0,0,5,0,0,0,0,0,0,30,0,0,1,3,0,1,0,0,0,0,1,1,0,1,22,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,214,0,0.0815450643776824,0.0,0.9184549356223176,97.0,0.4532710280373832,0.2803738317757009,1.7597484125525502,95.92274678111588,True,True,UNUSUAL_VOTING_PATTERN,0,194,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านโหล๊ะอม,True,1,1,14
กงหรา2,สมหวัง,4,constituency,election_day,358,332,20,6,88,0,60,166,16,1,1,332,0,0.0558659217877094,0.0167597765363128,0.9273743016759776,166.0,0.5,0.2349397590361445,1.1888165778609738,,False,96.87150837988828,False,True,UNUSUAL_VOTING_PATTERN,partylist,358,322,31,5,0,0,0,0,1,0,0,0,0,29,0,198,3,0,1,1,1,4,0,0,0,0,0,0,40,1,0,2,2,1,0,1,1,1,0,0,2,1,2,12,4,3,0,0,0,0,1,1,0,5,0,1,1,0,2,0,0,322,0,0.0865921787709497,0.0139664804469273,0.8994413407821229,198.0,0.6149068322981367,0.4906832298136646,1.5672124179112503,95.39106145251397,True,True,UNUSUAL_VOTING_PATTERN,0,198,7.5076504,99.9837692,โรงเรียนวัดหวัง,True,1,1,-1
กงหรา2,สมหวัง,6,constituency,election_day,374,345,20,9,176,4,56,68,38,0,3,345,0,0.053475935828877,0.0240641711229946,0.9224598930481284,176.0,0.5101449275362319,0.3130434782608696,1.2944989383648529,,False,96.84491978609626,False,True,UNUSUAL_VOTING_PATTERN,partylist,374,347,16,11,0,0,1,0,1,0,2,0,0,43,0,239,0,0,1,1,0,1,0,1,0,1,0,0,19,1,0,3,3,0,1,0,0,0,1,0,3,0,3,10,3,1,0,1,0,0,1,0,1,3,0,0,0,1,1,0,0,347,0,0.0427807486631016,0.0294117647058823,0.927807486631016,239.0,0.6887608069164265,0.5648414985590778,1.3227025869275424,97.27272727272728,False,True,UNUSUAL_VOTING_PATTERN,0,200,7.4978326,100.015403,ศาลาประจำหมู่บ้านบ้านไสคุณเปลือย,True,1,1,-1
ศรีนครินทร์,อ่างทอง,4,constituency,election_day,538,530,1,7,84,2,31,396,15,1,1,530,0,0.0018587360594795,0.0130111524163568,0.9851301115241636,396.0,0.7471698113207547,0.5886792452830188,0.8213877811191767,,False,99.64684014869889,False,True,UNUSUAL_VOTING_PATTERN,partylist,538,516,14,8,1,1,0,0,2,0,1,0,0,2,1,308,4,0,0,2,0,2,0,0,0,0,0,0,117,0,1,1,5,0,0,0,0,0,0,42,0,2,0,12,4,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,516,0,0.0260223048327137,0.0148698884758364,0.9591078066914498,308.0,0.5968992248062015,0.3701550387596899,1.3126461833795218,98.40148698884758,False,False,NORMAL,0,206,7.5505741,99.9603319,ศาลาอเนกประสงค์บ้านโหล๊ะหนุน,True,1,0,-1
ศรีนครินทร์,อ่างทอง,5,constituency,election_day,300,290,8,2,128,0,18,132,12,0,0,290,0,0.0266666666666666,0.0066666666666666,0.9666666666666668,132.0,0.4551724137931034,0.0137931034482758,1.0235523057298337,,False,98.53333333333332,False,False,NORMAL,partylist,300,295,5,0,0,0,1,2,2,0,5,0,0,23,0,165,2,0,0,1,0,3,0,2,0,0,0,0,33,1,1,1,16,0,0,0,0,0,0,0,1,0,3,22,3,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,295,0,0.0166666666666666,0.0,0.9833333333333332,165.0,0.559322033898305,0.447457627118644,1.7030437131329286,99.16666666666669,False,True,UNUSUAL_VOTING_PATTERN,0,207,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านปากแพรก,True,1,0,16
ศรีนครินทร์,อ่างทอง,8,constituency,election_day,250,242,6,2,130,0,20,82,10,0,0,242,0,0.024,0.008,0.968,130.0,0.5371900826446281,0.1983471074380165,1.0382313078264602,,False,98.64,False,False,NORMAL,partylist,250,229,21,0,0,0,0,0,1,0,0,0,0,28,0,135,2,0,0,0,0,2,0,2,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,2,1,0,22,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,229,0,0.084,0.0,0.916,135.0,0.5895196506550219,0.4672489082969432,1.4356323380851972,95.8,True,True,UNUSUAL_VOTING_PATTERN,0,210,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านเกาะขัน,True,1,1,16
ศรีบรรพต,เขาปู่,3,constituency,election_day,198,181,4,13,36,0,16,120,9,0,0,181,0,0.0202020202020202,0.0656565656565656,0.914141414141414,120.0,0.6629834254143646,0.4640883977900552,0.9573802817071078,,False,97.67676767676768,True,True,UNUSUAL_VOTING_PATTERN,partylist,198,187,7,4,0,0,0,0,0,0,2,0,0,22,0,117,2,0,0,0,0,1,0,0,1,0,0,0,22,0,0,1,2,0,0,1,0,0,0,0,1,0,0,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187,0,0.0353535353535353,0.0202020202020202,0.9444444444444444,117.0,0.6256684491978609,0.5080213903743316,1.3351499240148066,97.82828282828284,False,False,NORMAL,0,230,7.729098599999999,99.8041245,ศาลาประจำหมู่บ้าน บ้านควนลม หมู่ที่ 3,True,1,1,-1
ศรีบรรพต,เขาปู่,4,constituency,election_day,298,282,8,8,57,2,22,185,14,1,1,282,0,0.0268456375838926,0.0268456375838926,0.9463087248322148,185.0,0.6560283687943262,0.4539007092198581,1.0229149402442272,,False,98.12080536912752,False,False,NORMAL,partylist,298,274,11,13,0,0,0,0,0,0,0,0,0,35,1,153,1,0,0,0,0,10,0,0,1,3,0,0,31,0,0,1,1,0,0,0,0,1,0,0,5,1,1,17,3,0,0,0,0,2,1,0,0,5,0,0,0,0,1,0,0,274,0,0.0369127516778523,0.0436241610738255,0.9194630872483222,153.0,0.5583941605839416,0.4306569343065693,1.6138193017874227,97.28187919463087,False,True,UNUSUAL_VOTING_PATTERN,0,231,7.7451902,99.8041245,ศาลาประจำหมู่บ้าน บ้านทุ่งยูง หมู่ที่ 4,True,1,1,-1
ศรีบรรพต,เขาปู่,5,constituency,election_day,253,233,3,17,70,4,27,119,9,0,4,233,0,0.0118577075098814,0.067193675889328,0.9209486166007904,119.0,0.5107296137339056,0.2103004291845493,1.2194361613303824,,False,98.06324110671936,False,True,UNUSUAL_VOTING_PATTERN,partylist,253,233,9,11,0,0,0,0,1,0,1,0,0,30,0,153,1,0,0,0,0,1,0,0,0,0,0,0,13,0,0,3,4,0,0,0,0,0,0,0,1,0,0,10,6,0,0,0,0,1,0,0,2,4,0,1,0,1,0,0,0,233,0,0.0355731225296442,0.0434782608695652,0.9209486166007904,153.0,0.6566523605150214,0.5278969957081545,1.354102149139523,97.35177865612648,False,True,UNUSUAL_VOTING_PATTERN,0,232,7.717472799999999,99.8431866,ศาลาประจำหมู่บ้าน บ้านด่าน หมู่ที่ 5,True,1,1,-1
ศรีบรรพต,เขาปู่,9,constituency,election_day,290,278,4,8,113,5,21,122,16,0,1,278,0,0.0137931034482758,0.0275862068965517,0.9586206896551724,122.0,0.4388489208633093,0.0323741007194244,1.1793154615965695,,False,98.75862068965516,False,False,NORMAL,partylist,290,278,2,10,0,0,0,0,0,0,0,1,0,47,0,176,2,0,1,0,0,5,0,0,0,0,0,0,27,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,278,0,0.0068965517241379,0.0344827586206896,0.9586206896551724,176.0,0.6330935251798561,0.4640287769784172,1.2697909591725147,98.96551724137932,False,True,UNUSUAL_VOTING_PATTERN,0,236,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านในวัง หมู่ที่ 9,True,1,0,18
ศรีบรรพต,เขาย่า,9,constituency,election_day,375,359,3,13,45,0,45,249,18,0,2,359,0,0.008,0.0346666666666666,0.9573333333333334,249.0,0.6935933147632312,0.5682451253481894,0.9533547525487474,,False,98.90666666666668,False,True,UNUSUAL_VOTING_PATTERN,partylist,375,360,10,5,0,1,0,0,0,0,2,0,0,38,0,199,4,0,1,1,1,1,0,0,1,0,0,0,61,2,0,2,7,0,0,0,2,1,0,0,1,0,0,10,11,3,0,1,0,2,0,0,0,8,0,1,0,0,0,0,0,361,1,0.0266666666666666,0.0133333333333333,0.96,199.0,0.5527777777777778,0.3833333333333333,1.6290681845711623,78.12222222222223,False,False,INCOMPLETE_DOCUMENT,0,247,7.7206497,99.8865912,ศาลาประจำหมู่บ้าน บ้านสำนักวา หมู่ที่ 9,True,1,1,-1
ศรีบรรพต,เขาย่า,10,constituency,election_day,446,428,13,5,93,0,33,287,15,0,0,428,0,0.0291479820627802,0.0112107623318385,0.9596412556053812,287.0,0.6705607476635514,0.4532710280373832,0.9147104588266776,,False,98.31838565022422,False,False,NORMAL,partylist,446,416,22,8,0,1,0,0,0,1,1,0,0,32,2,286,2,0,1,1,0,2,0,0,0,2,1,0,47,0,0,0,1,0,0,0,0,0,0,0,4,1,1,10,5,0,0,0,0,1,0,0,2,10,0,1,0,1,0,0,0,416,0,0.0493273542600896,0.0179372197309417,0.9327354260089686,286.0,0.6875,0.5745192307692307,1.2805658257983492,97.17488789237667,False,True,UNUSUAL_VOTING_PATTERN,0,248,7.737366799999999,99.9101915,ศาลาประจำหมู่บ้าน บ้านหูหนาน หมู่ที่ 10,True,1,0,-1
ควนขนุน,แพรกหา,8,constituency,election_day,385,366,5,14,74,2,49,221,18,2,0,366,0,0.0129870129870129,0.0363636363636363,0.9506493506493506,221.0,0.6038251366120219,0.4016393442622951,1.1021053309305375,,False,98.6233766233766,False,False,NORMAL,partylist,385,371,8,6,1,0,0,0,0,0,1,0,0,34,2,220,1,0,0,0,0,5,0,1,0,0,1,0,68,0,0,3,3,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,1,0,1,0,6,0,0,0,2,1,0,0,365,6,0.0207792207792207,0.0155844155844155,0.9636363636363636,220.0,0.5929919137466307,0.4097035040431266,1.3755090505258132,77.03209997549621,False,False,INCOMPLETE_DOCUMENT,0,256,7.674832,100.003384,ศาลาประจำหมู่บ้านบ้านควนน้อย,True,1,1,19
ควนขนุน,แหลมโตนด,6,constituency,election_day,224,213,10,1,133,6,23,47,3,1,0,213,0,0.0446428571428571,0.0044642857142857,0.9508928571428572,133.0,0.6244131455399061,0.4037558685446009,1.0536107949037483,,False,97.67857142857144,False,True,UNUSUAL_VOTING_PATTERN,partylist,224,217,7,0,0,1,0,0,0,0,0,0,0,17,0,140,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,1,0,1,28,3,0,0,0,0,0,1,0,1,4,0,2,0,0,0,0,0,217,0,0.03125,0.0,0.96875,140.0,0.6451612903225806,0.5161290322580645,1.3431744293017776,98.4375,False,False,NORMAL,0,262,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านทุ่งใน,True,1,0,20
ควนขนุน,แหลมโตนด,7,constituency,election_day,323,314,6,3,103,5,29,169,8,0,0,314,0,0.0185758513931888,0.0092879256965944,0.9721362229102168,169.0,0.5382165605095541,0.2101910828025477,1.078487668790837,,False,98.88544891640868,False,False,NORMAL,partylist,323,313,8,2,0,0,0,0,0,0,0,0,0,28,1,233,2,0,0,0,0,1,1,0,0,0,0,0,12,0,0,1,3,0,0,0,2,0,0,0,1,0,1,17,6,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,313,0,0.0247678018575851,0.0061919504643962,0.9690402476780186,233.0,0.744408945686901,0.6549520766773163,1.0830004129783066,98.63777089783282,True,True,UNUSUAL_VOTING_PATTERN,0,263,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนลาน,True,1,0,2
ควนขนุน,แหลมโตนด,9,constituency,election_day,232,228,1,3,72,28,43,75,6,1,3,228,0,0.0043103448275862,0.0129310344827586,0.9827586206896552,75.0,0.3289473684210526,0.0131578947368421,1.4784189007725077,,False,99.52586206896552,True,True,UNUSUAL_VOTING_PATTERN,partylist,232,223,6,3,0,2,0,0,0,0,0,0,0,23,0,156,1,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,3,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,223,0,0.0258620689655172,0.0129310344827586,0.961206896551724,156.0,0.6995515695067265,0.5964125560538116,1.1613165150354845,98.44827586206895,False,False,NORMAL,0,265,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านในตลาด,True,1,0,2
ควนขนุน,โตนดด้วน,1,constituency,election_day,262,250,3,9,37,2,21,168,8,1,13,250,0,0.0114503816793893,0.0343511450381679,0.9541984732824428,168.0,0.672,0.524,1.0825367144969094,,False,98.74045801526718,False,False,NORMAL,partylist,262,248,7,7,0,0,0,0,1,0,0,0,1,28,0,112,4,0,0,0,0,1,1,0,0,1,0,0,68,0,0,1,7,1,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,248,0,0.0267175572519083,0.0267175572519083,0.9465648854961832,112.0,0.4516129032258064,0.1774193548387097,1.619934606089356,98.1297709923664,False,True,UNUSUAL_VOTING_PATTERN,0,266,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านไสคำ,True,1,1,0
ควนขนุน,โตนดด้วน,2,constituency,election_day,596,579,8,9,158,2,39,345,30,2,3,579,0,0.0134228187919463,0.0151006711409395,0.971476510067114,345.0,0.5958549222797928,0.3229706390328152,1.064418038313505,,False,99.02684563758388,False,False,NORMAL,partylist,596,559,37,0,0,0,0,0,0,0,6,0,2,86,0,248,5,1,0,1,0,1,1,0,0,0,0,0,145,1,1,2,3,0,1,1,0,0,0,1,3,2,2,34,4,0,0,0,0,1,0,2,0,3,0,1,0,1,0,0,0,559,0,0.0620805369127516,0.0,0.9379194630872484,248.0,0.443649373881932,0.184257602862254,1.615793921741359,96.89597315436242,False,True,UNUSUAL_VOTING_PATTERN,0,267,7.713701899999998,100.0255558,ศาลาประจำหมู่บ้านบ้านโคกโดน,True,1,1,0
ควนขนุน,โตนดด้วน,6,constituency,election_day,226,216,3,7,79,1,10,117,9,0,0,216,0,0.0132743362831858,0.0309734513274336,0.9557522123893806,117.0,0.5416666666666666,0.1759259259259259,0.99953024637769,,False,98.71681415929204,False,False,NORMAL,partylist,226,208,12,6,0,0,1,0,0,0,1,0,0,31,0,110,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,1,0,208,0,0.0530973451327433,0.0265486725663716,0.9203539823008848,110.0,0.5288461538461539,0.2932692307692308,1.3364444985561996,96.81415929203538,False,True,UNUSUAL_VOTING_PATTERN,0,271,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านหนักกุล,True,1,1,0
ควนขนุน,โตนดด้วน,8,constituency,election_day,341,332,6,3,56,0,11,247,17,0,1,332,0,0.0175953079178885,0.0087976539589442,0.9736070381231672,247.0,0.7439759036144579,0.5753012048192772,0.8027853042236678,,False,98.9442815249267,False,False,NORMAL,partylist,341,328,11,2,0,0,0,1,0,0,2,0,0,38,1,135,3,0,0,1,0,3,1,0,0,1,0,0,116,0,0,2,2,0,0,0,2,0,0,0,1,0,1,11,0,0,0,0,0,1,0,0,0,3,0,1,0,2,0,0,0,328,0,0.032258064516129,0.0058651026392961,0.9618768328445748,135.0,0.4115853658536585,0.0579268292682926,1.5398042738368165,98.26979472140762,False,True,UNUSUAL_VOTING_PATTERN,0,273,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านไสโดน,True,1,0,0
ควนขนุน,โตนดด้วน,11,constituency,election_day,374,363,4,7,24,1,24,295,17,1,1,363,0,0.0106951871657754,0.0187165775401069,0.9705882352941176,295.0,0.8126721763085399,0.7465564738292011,0.7198327493450053,,False,99.0909090909091,False,True,UNUSUAL_VOTING_PATTERN,partylist,374,356,11,7,0,0,0,0,1,0,0,0,0,42,0,166,5,0,1,0,0,0,0,0,0,1,0,0,101,0,0,0,3,0,0,2,0,0,0,0,1,0,1,12,2,0,0,0,1,1,0,0,0,6,0,1,0,9,0,0,0,356,0,0.0294117647058823,0.0187165775401069,0.9518716577540108,166.0,0.4662921348314606,0.1825842696629213,1.5317865117640537,98.15508021390374,False,False,NORMAL,0,276,7.7160528,100.0191857,ศาลาประจำหมู่บ้าน หมู่ที่ 11 บ้านไสเหรียง,True,1,0,0
