district,subdistrict,unit_index,form_type,vote_phase,latitude,longitude,latlong_location,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง
ป่าพะยอม,ป่าพะยอม,6,partylist,election_day,7.838677,99.863101,ศาลาประจำหมู่บ้านบ้านนาทราย,531,499,12,20,0,0,0,0,0,0,4,2,0,64,0,336,3,0,1,0,0,3,1,0,0,0,0,0,37,0,1,1,9,1,1,0,0,1,0,0,0,0,1,11,3,1,0,2,0,1,0,2,1,6,0,2,0,4,0,0,0
ป่าพะยอม,ป่าพะยอม,7,partylist,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านโคกกอ,498,478,13,7,3,1,0,0,0,0,0,0,0,59,0,310,5,0,2,0,0,6,1,0,0,0,1,0,55,1,2,0,2,0,1,0,1,0,0,1,3,0,0,13,4,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
ป่าพะยอม,ป่าพะยอม,8,partylist,election_day,7.8654527,99.959434,ศาลาประจำหมู่บ้านบ้านไสกุน,571,557,7,7,0,0,0,1,0,0,3,0,0,57,1,370,5,0,0,0,0,2,0,0,0,0,0,0,54,1,0,3,2,0,0,1,1,0,0,0,5,0,3,24,6,1,0,3,0,0,0,0,2,10,0,0,0,1,0,1,0
ควนขนุน,พนมวังก์,1,partylist,election_day,7.6738819,100.0809748,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),400,393,4,3,0,2,1,0,0,0,1,1,0,58,0,234,5,0,0,0,0,2,0,1,0,1,0,0,45,0,3,0,4,1,0,0,0,0,0,0,5,0,1,19,2,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0
ควนขนุน,พนมวังก์,2,partylist,election_day,7.6920875,100.0469114,ศาลาประจำหมู่บ้านบ้านระหว่างควน,631,596,23,12,0,0,0,0,1,0,1,0,0,72,0,351,3,0,3,0,0,2,1,2,0,0,0,1,98,1,1,3,5,1,0,0,1,0,0,0,4,0,0,22,2,2,0,0,0,1,0,0,2,10,0,2,0,3,1,0,0
ควนขนุน,พนมวังก์,3,partylist,election_day,7.681553500000001,100.0052044,ศาลาประจำหมู่บ้านบ้านควนปริง,574,545,17,12,0,1,0,0,0,0,0,0,0,92,0,288,3,0,0,0,0,5,1,0,0,2,0,0,96,0,0,1,6,0,0,0,0,0,0,1,0,0,0,16,8,2,0,1,2,0,1,2,1,7,0,3,0,5,0,1,0
ควนขนุน,พนมวังก์,4,partylist,election_day,7.653512500000001,100.0357031,โรงเรียนทุ่งยางเปล,530,502,20,8,0,0,0,0,0,0,4,1,1,63,0,233,6,0,1,2,0,7,1,0,0,0,0,0,134,0,0,2,7,0,1,0,0,0,0,1,3,1,1,13,5,1,0,0,0,0,0,0,0,4,0,0,0,8,0,1,1
ควนขนุน,พนมวังก์,5,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านพนมวังก์,398,371,19,8,0,1,0,0,1,0,1,0,1,39,0,187,4,0,2,0,0,6,2,0,0,0,0,0,43,0,0,1,11,0,0,0,2,0,0,0,0,0,0,53,2,4,0,0,0,3,0,0,0,3,0,2,3,0,0,0,0
ควนขนุน,พนมวังก์,6,partylist,election_day,7.6731922,100.0191857,ศาลาประจำหมู่บ้านบ้านทุ่งขึงหนัง,628,596,23,9,0,5,0,0,0,0,2,0,1,72,0,200,4,0,1,0,1,3,0,1,0,0,0,0,216,0,0,1,5,1,0,0,0,0,0,0,2,0,0,55,4,3,1,1,0,0,1,1,2,8,0,0,0,5,0,0,0
ควนขนุน,พนมวังก์,7,partylist,election_day,7.688851199999999,100.0064228,ศาลาประจำหมู่บ้านบ้านไสยวน,516,492,14,10,0,0,0,0,0,0,1,0,0,62,0,308,4,0,2,0,0,3,1,0,0,0,1,0,67,0,0,2,4,0,0,0,0,0,0,0,1,0,3,18,4,1,0,1,0,2,0,0,0,6,0,0,0,1,0,0,0
ควนขนุน,พนมวังก์,8,partylist,election_day,7.697101200000001,100.0275755,ศาลาประจำหมู่บ้านบ้านเกาะอ้ายเฒ่า,551,523,23,5,0,1,0,1,0,0,0,0,0,61,0,316,3,0,0,0,0,4,0,0,0,1,0,0,67,0,1,2,8,0,0,0,0,0,0,0,3,1,5,28,5,3,0,0,0,1,1,1,1,4,0,3,0,2,0,0,0
ควนขนุน,พนางตุง,1,partylist,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,412,384,18,10,0,0,0,1,0,0,1,1,0,50,1,104,6,0,0,1,0,5,0,0,0,0,0,0,122,0,0,2,5,0,1,0,0,0,0,0,4,0,0,63,9,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1
ควนขนุน,พนางตุง,2,partylist,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,352,326,22,4,0,1,0,0,2,0,0,0,1,47,0,94,0,0,0,0,0,2,0,0,0,0,0,0,110,0,0,0,2,1,0,0,0,0,0,0,2,1,0,48,6,1,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0
ควนขนุน,พนางตุง,3,partylist,election_day,7.777721799999999,100.1033782,โรงเรียนควนพนางตุง,650,629,14,7,0,0,0,0,1,0,3,0,0,111,0,271,11,0,0,0,0,1,0,0,0,0,0,0,143,2,1,1,3,0,0,0,0,0,0,0,4,0,2,48,7,2,0,1,0,2,0,3,0,3,0,2,0,6,0,1,0
ควนขนุน,พนางตุง,4,partylist,election_day,7.7346142,100.1285201,ศาลาประจำหมู่บ้านบ้านชายคลอง,367,356,7,4,0,0,0,0,0,0,0,0,0,26,1,221,3,0,1,0,0,1,0,0,0,0,0,0,62,0,1,1,1,0,0,0,1,0,0,3,5,0,0,19,5,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
ควนขนุน,พนางตุง,5,partylist,election_day,7.7462876,100.1069393,ศาลาประจำหมู่บ้านบ้านท่าช้าง,659,634,19,6,0,3,0,0,0,0,3,0,3,77,0,308,6,0,0,1,0,6,1,1,0,4,0,0,131,0,1,2,8,0,1,0,2,0,0,0,11,0,1,32,13,2,0,0,0,0,1,0,2,6,0,0,0,7,0,0,1
ควนขนุน,พนางตุง,6,partylist,election_day,7.7615069,100.1367166,ศาลาประจำหมู่บ้านบ้านไสคลิ้ง,680,655,19,6,1,2,0,0,0,0,4,0,0,52,1,325,4,0,0,0,0,5,1,1,0,1,1,1,182,0,0,2,2,1,0,1,0,0,1,0,2,2,1,34,6,1,0,0,0,2,0,0,4,12,0,0,1,2,0,0,0
ควนขนุน,พนางตุง,7,partylist,election_day,7.767323999999999,100.08837,ศาลาประจำหมู่บ้านบ้านค่าย,483,455,25,3,1,0,0,1,1,0,1,0,0,41,0,209,5,0,1,0,0,4,0,0,0,0,0,0,148,0,0,2,3,0,1,0,0,0,0,0,2,1,1,5,7,0,0,1,0,1,0,0,1,13,2,1,0,2,0,0,0
ควนขนุน,พนางตุง,8,partylist,election_day,7.7801171,100.0898175,ที่ทำการกำนันตำบลพนางตุง,726,682,38,6,0,2,0,0,1,0,3,0,3,72,1,388,7,0,1,1,0,15,2,0,0,0,0,0,89,1,0,2,9,1,0,1,0,0,1,0,7,2,2,33,9,1,0,1,0,2,1,0,3,17,0,1,0,2,0,0,1
ควนขนุน,พนางตุง,9,partylist,election_day,7.734145599999999,100.0256023,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,166,160,3,3,0,0,0,0,0,0,0,0,0,24,0,76,2,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,4,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
ควนขนุน,พนางตุง,10,partylist,election_day,7.789683200000001,100.0953331,โรงเรียนบ้านธรรมเถียร,632,592,31,9,0,3,1,0,0,0,3,0,0,60,1,338,10,0,0,0,0,3,1,2,0,0,0,1,102,0,0,0,7,1,1,0,0,0,0,0,5,0,4,28,0,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,2
ควนขนุน,พนางตุง,11,partylist,election_day,7.7781796,100.118286,ศาลาประจำหมู่บ้านบ้านไทรงาม,338,324,8,6,0,0,1,1,0,0,2,0,1,22,0,188,3,0,1,0,0,1,0,0,0,0,1,0,84,0,0,0,4,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0
ควนขนุน,พนางตุง,12,partylist,election_day,7.7615069,100.1367166,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,548,515,27,6,0,0,1,1,0,0,1,0,2,54,1,243,6,0,0,0,0,1,0,0,0,0,0,1,136,0,1,2,1,3,0,1,0,0,0,0,5,0,2,28,8,0,0,1,0,2,0,0,0,10,0,2,0,2,0,0,0
ควนขนุน,พนางตุง,13,partylist,election_day,7.7615069,100.1367166,ศาลาเอนกประสงค์ หมู่ที่ 13,510,466,34,10,0,0,0,0,1,0,1,0,0,89,1,161,1,1,0,0,0,4,0,0,0,1,1,0,110,0,2,0,4,0,0,1,0,0,0,0,3,0,0,63,7,1,0,0,0,0,1,1,0,6,0,0,0,6,0,0,0
ควนขนุน,มะกอกเหนือ(เทศบาล),1,partylist,election_day,7.7391571,100.0863987,วัดประดู่เรียง,400,392,6,2,0,0,0,0,0,0,0,0,0,54,0,217,1,0,0,0,0,3,0,1,0,0,0,0,89,0,1,2,2,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0
ควนขนุน,มะกอกเหนือ(เทศบาล),2,partylist,election_day,7.7416636,100.0695367,อาคารศูนย์ออกกำลังกาย (Fitness) ทต.มะกอกเหนือ,307,296,4,7,0,1,0,1,0,0,3,0,0,33,1,154,0,0,0,0,1,1,0,1,0,0,0,0,69,1,0,0,1,0,0,0,0,0,0,0,1,0,1,13,2,0,0,0,0,0,0,1,0,4,0,1,0,6,0,0,0
ควนขนุน,มะกอกเหนือ(เทศบาล),3,partylist,election_day,7.736405899999999,100.0686586,อาคารอเนกประสงค์(ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),374,366,3,5,0,0,0,0,1,0,1,0,0,65,0,181,2,0,0,0,0,0,0,0,0,0,0,0,69,0,1,1,6,1,0,0,1,0,0,1,4,0,0,15,5,1,0,1,0,0,1,0,2,2,0,0,0,5,0,0,0
ควนขนุน,มะกอกเหนือ(เทศบาล),4,partylist,election_day,7.7416636,100.0695367,ศาลาเฉลิมพระเกียรติ ร.9,229,226,3,0,0,0,0,0,1,0,0,0,0,29,0,122,3,0,0,0,0,0,0,1,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,3,1,0,11,4,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0
ควนขนุน,มะกอกเหนือ,1,partylist,election_day,7.7409914,100.0858852,โรงอาหารโรงเรียนประดู่เรียง,478,458,11,9,0,1,0,1,2,0,2,0,0,64,0,247,3,0,2,1,0,2,0,1,0,1,0,0,82,2,0,1,6,0,0,1,2,0,0,1,4,0,0,14,5,1,0,0,0,0,0,2,1,7,0,0,0,2,0,0,0
ควนขนุน,มะกอกเหนือ,2,partylist,election_day,7.739052,100.0712741,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,93,90,1,2,0,0,0,0,0,0,0,0,0,15,0,36,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
ควนขนุน,มะกอกเหนือ,3,partylist,election_day,7.7544444,100.0663889,ศาลาประจำหมู่บ้านบ้านเขาอ้อ,113,108,1,4,0,0,0,0,0,0,1,0,1,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ควนขนุน,มะกอกเหนือ,4,partylist,election_day,7.7416636,100.0695367,ศาลาประจำหมู่บ้านบ้านค่ายเสือ,259,249,2,8,0,1,0,0,1,0,3,0,0,40,0,102,2,0,0,0,0,2,0,0,0,0,0,0,58,0,0,0,3,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,0
ควนขนุน,มะกอกเหนือ,5,partylist,election_day,7.7416636,100.0695367,ศาลาประจำหมู่บ้านบ้านนาสวน,461,440,11,10,0,1,0,0,1,1,1,0,0,55,0,257,3,0,1,2,0,3,0,1,0,0,0,0,53,0,2,1,9,0,1,0,0,0,0,0,0,0,0,36,1,1,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0
ควนขนุน,มะกอกเหนือ,6,partylist,election_day,7.734133699999999,100.0518935,ศาลาเอนกประสงค์โรงเรียนวัดบ้านสวน,477,463,9,5,0,0,0,0,1,0,1,0,0,54,0,234,4,0,0,0,1,6,0,0,0,0,0,0,63,0,1,2,9,0,0,0,0,0,0,0,4,1,0,59,3,4,0,0,0,0,0,1,1,6,0,1,0,5,0,1,1
ควนขนุน,มะกอกเหนือ,7,partylist,election_day,7.7335541,100.051063,ศาลาการเปรียญวัดบ้านสวน,485,466,8,11,0,1,0,0,1,0,2,0,0,73,1,233,3,0,1,0,0,1,0,0,0,0,0,0,74,0,1,0,6,0,0,0,0,0,0,0,5,0,0,48,5,0,0,1,1,1,0,1,1,1,0,1,0,3,0,1,0
ควนขนุน,มะกอกเหนือ,8,partylist,election_day,7.713126,100.086706,วัดมะกอกเหนือ,420,405,10,5,0,2,0,1,0,0,1,0,0,39,0,189,0,0,0,0,0,4,1,0,0,0,0,1,100,1,0,2,3,0,0,0,1,0,0,0,4,0,0,42,5,0,0,0,0,0,1,1,0,5,0,0,0,2,0,0,0
ควนขนุน,มะกอกเหนือ,9,partylist,election_day,7.755263100000001,100.0397776,ศาลาประจำหมู่บ้านบ้านดอนศาลา,413,399,9,5,0,1,0,0,0,0,0,0,3,38,0,200,2,1,2,0,0,2,1,0,0,0,0,0,85,0,0,1,11,0,0,0,0,0,0,1,2,1,0,29,12,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1
ควนขนุน,มะกอกเหนือ,10,partylist,election_day,7.7416636,100.0695367,ที่อ่านหนังสือประจำหมู่บ้านบ้านไสเลียบ,162,153,6,3,0,1,0,0,0,0,1,0,1,26,0,65,5,0,0,0,0,1,0,0,0,0,0,0,18,0,1,2,5,2,0,0,0,0,0,0,0,0,1,17,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
ป่าพะยอม,ลานข่อย,1,partylist,election_day,7.8872993,99.8553365,ศาลาประจำหมู่บ้านบ้านลานข่อย,328,311,14,3,0,0,0,0,0,0,1,0,0,51,0,177,2,0,2,0,0,5,0,0,0,0,0,0,35,2,0,0,5,0,0,0,0,0,0,0,0,0,2,17,5,0,1,0,0,0,1,0,1,3,0,0,0,1,0,0,0
ป่าพะยอม,ลานข่อย,2,partylist,election_day,7.8875764,99.87482,ศาลาการเปรียญวัดลานข่อย,438,422,9,7,0,2,0,0,4,0,2,0,0,58,1,237,5,0,0,0,0,7,0,0,0,0,1,0,58,5,2,2,4,0,0,1,0,0,0,2,2,0,2,20,2,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0
ป่าพะยอม,ลานข่อย,3,partylist,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านห้วยหลุด,361,347,11,3,0,0,0,0,0,0,2,0,0,44,0,187,3,0,1,0,0,5,0,0,0,1,0,1,76,1,2,0,1,0,0,1,0,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1
ป่าพะยอม,ลานข่อย,4,partylist,election_day,7.8808168,99.8327582,ศาลาประจำหมู่บ้านบ้านทุ่งชุมพล,355,341,10,4,0,0,0,0,0,0,2,0,0,29,0,212,1,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,3,0,0,0,0,0,0,0,1,1,0,32,6,0,0,0,0,0,1,0,0,5,0,1,0,2,0,0,0
ป่าพะยอม,ลานข่อย,5,partylist,election_day,7.821256099999999,99.8794744,ศาลาประจำหมู่บ้านบ้านห้วยเรียน,365,350,13,2,0,0,0,1,1,0,0,0,1,32,1,238,3,0,0,0,0,7,0,1,0,0,1,0,30,0,1,2,5,0,1,0,1,0,0,0,3,1,2,13,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
ป่าพะยอม,ลานข่อย,6,partylist,election_day,7.852371,99.797831,ศาลาประจำหมู่บ้านบ้านถ้ำลา,364,356,6,2,0,0,0,0,0,0,3,0,0,39,0,226,2,0,1,0,0,1,0,0,0,0,0,1,36,0,1,1,4,0,1,0,0,0,0,0,0,1,2,19,10,0,0,0,0,0,2,0,0,2,0,3,0,0,0,1,0
ป่าพะยอม,ลานข่อย,7,partylist,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านมาดนั่ง,628,600,22,6,0,3,0,0,3,0,2,0,1,66,0,394,11,0,0,0,0,9,0,0,0,2,0,0,46,0,0,1,3,0,1,1,0,0,0,0,4,0,3,29,5,0,0,1,1,1,0,0,1,6,0,1,0,2,1,1,1
ป่าพะยอม,ลานข่อย,8,partylist,election_day,7.8684401,99.902977,ศาลาประจำหมู่บ้านบ้านห้วยศรีเกษร,361,349,7,5,0,0,2,0,3,0,1,1,0,32,1,223,1,0,2,0,0,5,0,0,0,0,0,0,38,0,0,0,3,1,0,0,0,0,0,0,4,0,2,20,3,2,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0
ป่าพะยอม,ลานข่อย,9,partylist,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านห้วยรำพึง,513,488,17,8,0,2,0,0,2,0,0,0,0,80,2,291,3,0,0,0,0,4,1,0,0,1,0,1,54,1,0,3,2,1,0,1,0,0,0,0,0,3,1,19,4,0,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0
ป่าพะยอม,ลานข่อย,10,partylist,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านควนยาว,507,489,11,7,0,2,0,0,1,0,3,0,0,66,0,282,8,0,1,0,0,3,1,0,0,0,0,0,74,0,0,1,4,0,1,0,0,0,0,0,7,1,0,10,7,1,0,0,1,0,0,1,0,10,0,0,0,3,0,0,1
ป่าพะยอม,ลานข่อย,11,partylist,election_day,,,,342,336,6,0,0,0,0,0,0,0,1,0,1,45,0,219,6,0,0,0,0,2,0,0,0,0,0,0,28,1,0,2,1,1,1,1,3,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0
ป่าพะยอม,ลานข่อย,12,partylist,election_day,,,,595,572,13,10,0,0,0,1,1,0,3,0,0,46,1,375,7,0,0,0,0,10,0,0,0,1,0,0,32,0,0,2,3,0,0,0,0,0,0,1,5,1,1,57,9,1,0,0,0,2,1,0,1,9,0,1,0,1,0,0,0
ศรีนครินทร์,ลำสินธ์ุ,1,partylist,election_day,7.565728799999999,99.9318053,ศาลาประจำหมู่บ้านบ้านคลองหมวย,561,533,11,17,0,2,0,1,1,0,0,0,0,97,0,252,6,0,2,1,0,6,0,0,0,0,0,0,52,0,0,2,9,0,0,1,0,0,0,0,6,0,0,75,4,1,0,2,2,0,1,4,2,3,0,0,0,0,0,0,1
ศรีนครินทร์,ลำสินธ์ุ,2,partylist,election_day,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านสวนหมาก,399,380,15,4,0,0,0,0,1,0,1,0,0,55,0,202,2,0,0,0,0,6,0,0,0,0,0,0,60,0,2,1,5,0,1,0,1,1,0,1,1,0,0,28,5,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
ศรีนครินทร์,ลำสินธ์ุ,3,partylist,election_day,7.533063,99.937284,ศาลาประจำหมู่บ้านบ้านลำสินธุ์,536,508,28,0,1,0,0,0,5,0,0,0,0,95,0,271,6,0,1,0,0,4,0,0,0,0,0,0,38,0,1,1,1,0,0,0,0,0,0,0,5,0,0,59,3,1,0,0,0,0,0,0,2,10,0,2,0,1,0,1,0
ศรีนครินทร์,ลำสินธ์ุ,4,partylist,election_day,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านห้วยทำผัง,221,209,10,2,0,0,0,0,0,0,0,0,0,26,0,101,3,0,0,0,1,4,0,0,0,0,2,0,27,0,1,0,3,0,0,0,1,0,0,0,1,0,0,31,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0
ศรีนครินทร์,ลำสินธ์ุ,5,partylist,election_day,7.507218399999999,99.9070129,ศาลาประจำหมู่บ้านบ้านโหล๊ะไฟ,417,401,14,2,0,2,0,0,1,0,1,0,0,29,0,271,4,0,1,0,0,9,0,1,0,0,0,0,38,0,0,1,5,1,1,0,0,0,0,0,3,1,1,17,2,1,0,0,1,0,0,1,3,3,0,2,0,1,0,0,0
ศรีนครินทร์,ลำสินธ์ุ,6,partylist,election_day,7.501031,99.9085119,ศาลาประจำหมู่บ้านบ้านโตน,591,567,19,5,0,1,1,0,0,0,2,0,0,59,0,388,3,0,1,0,0,7,1,1,1,1,0,0,39,0,2,1,3,0,1,0,0,0,0,0,2,0,2,30,9,1,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0
ศรีนครินทร์,ลำสินธ์ุ,7,partylist,election_day,7.508669999999999,99.921707,ศาลาประจำหมู่บ้านบ้านขาม,604,567,33,4,0,0,0,0,6,0,0,0,0,32,0,389,5,1,0,0,0,9,0,1,2,1,0,0,52,0,1,2,1,1,0,0,0,0,0,0,6,0,3,23,4,1,0,3,0,2,1,0,4,13,0,2,0,1,1,0,0
ศรีนครินทร์,ลำสินธ์ุ,8,partylist,election_day,7.533063,99.937284,ศาลาประจำหมู่บ้านบ้านลำสินธุ์เหนือ,563,535,17,11,0,1,0,0,1,1,1,0,1,86,0,294,7,0,1,0,0,6,0,0,0,0,0,0,49,0,2,4,5,2,0,1,0,0,0,0,2,3,0,47,3,1,1,0,0,1,0,0,0,4,0,0,0,8,1,2,0
ศรีนครินทร์,ลำสินธ์ุ,9,partylist,election_day,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านโหล๊ะอม,233,214,19,0,0,2,0,0,1,0,0,0,0,37,0,97,4,0,2,0,0,5,0,0,0,0,0,0,30,0,0,1,3,0,1,0,0,0,0,1,1,0,1,22,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
กงหรา2,สมหวัง,1,partylist,election_day,7.5077431,100.0024084,ศาลาประจำหมู่บ้านบ้านคลองลำ,316,301,9,6,0,6,0,1,2,0,0,0,0,41,0,189,3,0,1,0,0,2,0,0,0,0,0,0,32,0,1,0,1,0,0,0,0,0,0,0,5,0,3,6,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
กงหรา2,สมหวัง,2,partylist,election_day,7.5077431,100.0024084,ศาลาประชาร่วมใจ (ช่องเตย),665,631,23,11,0,1,0,0,2,0,2,1,2,67,0,446,4,0,0,0,0,4,0,0,0,0,0,0,47,0,0,3,6,0,0,0,1,0,0,0,4,0,2,19,8,0,0,1,1,1,1,1,2,3,0,0,0,2,0,0,0
กงหรา2,สมหวัง,3,partylist,election_day,7.52108,100.008,ศาลาประจำหมู่บ้านบ้านสมหวังตก,396,376,18,2,0,4,0,0,3,0,2,0,0,40,0,230,5,0,1,0,0,2,0,0,0,0,0,0,53,0,0,1,0,0,0,1,0,0,0,0,5,0,0,18,6,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
กงหรา2,สมหวัง,4,partylist,election_day,7.5076504,99.9837692,โรงเรียนวัดหวัง,358,322,31,5,0,0,0,0,1,0,0,0,0,29,0,198,3,0,1,1,1,4,0,0,0,0,0,0,40,1,0,2,2,1,0,1,1,1,0,0,2,1,2,12,4,3,0,0,0,0,1,1,0,5,0,1,1,0,2,0,0
กงหรา2,สมหวัง,5,partylist,election_day,7.507084499999999,99.9848915,ศาลาการเปรียญวัดสมหวัง,413,394,9,10,1,1,0,0,1,1,1,0,0,50,0,230,7,0,0,0,0,3,0,0,0,0,0,0,58,0,1,3,3,0,0,1,0,0,0,0,4,0,0,21,0,2,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0
กงหรา2,สมหวัง,6,partylist,election_day,7.4978326,100.015403,ศาลาประจำหมู่บ้านบ้านไสคุณเปลือย,374,347,16,11,0,0,1,0,1,0,2,0,0,43,0,239,0,0,1,1,0,1,0,1,0,1,0,0,19,1,0,3,3,0,1,0,0,0,1,0,3,0,3,10,3,1,0,1,0,0,1,0,1,3,0,0,0,1,1,0,0
กงหรา2,สมหวัง,7,partylist,election_day,7.4922222,100.0025,ศาลาประจำหมู่บ้านบ้านพรุนาแด้,427,404,19,4,0,2,1,0,1,0,1,0,1,37,0,289,3,0,0,1,0,6,0,0,0,0,0,0,36,1,0,1,3,0,0,0,0,0,0,0,4,0,1,7,0,0,0,0,0,0,0,1,3,2,0,1,0,2,0,0,0
กงหรา2,สมหวัง,8,partylist,election_day,7.550502400000001,100.0024084,ศาลาประจำหมู่บ้านบ้านทุ่งเลียบ,197,187,4,6,0,1,0,0,1,0,0,0,0,19,1,131,1,0,0,0,0,1,0,0,1,0,0,0,16,4,0,0,1,0,1,0,0,0,0,0,0,1,0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ศรีนครินทร์,อ่างทอง,1,partylist,election_day,7.5629896,99.9241575,ศาลาประจำหมู่บ้านบ้านประดู่,450,421,22,7,0,2,1,1,1,0,6,0,0,51,0,246,3,0,1,1,0,5,1,0,0,1,0,0,53,0,0,4,4,0,0,0,0,0,0,1,3,0,3,19,2,5,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0
ศรีนครินทร์,อ่างทอง,2,partylist,election_day,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านสวนหลวง,379,366,10,3,0,2,0,1,0,0,2,0,0,65,0,223,2,0,2,0,0,1,1,0,0,0,0,0,36,0,1,0,4,1,1,1,1,0,0,1,0,0,1,6,8,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0
ศรีนครินทร์,อ่างทอง,3,partylist,election_day,7.5564909,99.9744535,ศาลาประจำหมู่บ้านบ้านอ่างทอง,498,476,16,6,1,0,0,1,0,0,5,0,0,49,0,324,4,0,0,0,0,2,0,0,0,0,0,0,36,2,1,3,4,0,0,0,0,0,0,0,4,0,2,18,7,0,0,1,0,0,1,0,2,7,0,0,0,2,0,0,0
